,Unnamed: 0,Area,Average_household_size,Average_number_of_vehicles_per_apartment,Average_number_of_vehicles_per_house_condo,Median_age_of_females,Median_age_of_males,Median_household_income,Median_rent,Neighborhood_Name,Percentage_of_family_households,Percentage_of_foreign_born_residents,Percentage_of_married_couple_families,Percentage_of_married_couple_families_with_children,Percentage_of_native_residents_born_outside_the_US,Percentage_of_never_married_females_Over_15,Percentage_of_never_married_males_Over_15,Percentage_of_people_born_in_another_state,Percentage_of_people_born_in_the_state,Percentage_of_people_that_do_not_speak_english,Percentage_of_single_mother_households,Percentage_of_units_with_a_mortgage,Population,Population_density,Population_of_males,Address,coords,lat,lon
494,769,0.028999999999999998,2.3,1.5,1.6,45.5,46.8,36440,801,Glennoaks,35.4,41.4,47.3,42.5,3.3,6.0,11.6,18.1,37.2,11.2,4.0,59.8,109,3705,49,"Glennoaks,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
495,771,0.114,2.8,1.3,1.8,43.9,43.3,35476,873,Glenwood Acres,38.4,19.0,31.3,18.4,5.8,25.2,16.7,24.1,51.0,19.3,6.6,62.5,158,1382,76,"Glenwood Acres,Tampa,FL","(27.9660039, -82.4691664)",27.9660039,-82.4691664
497,774,0.006,2.6,1.2,1.7,30.7,26.8,42493,832,Gold Coast,54.9,12.5,36.2,19.4,7.8,19.1,22.0,32.5,47.2,0.0,17.1,71.1,36,6163,19,"Gold Coast,Tampa,FL","(27.9665927, -82.461183)",27.9665927,-82.461183
498,776,0.003,2.0,1.8,1.6,37.3,43.3,77695,1174,Gold s,29.7,11.8,33.9,44.2,2.7,16.5,21.8,38.0,47.5,0.0,7.7,82.5,16,5549,8,"Gold s,Tampa,FL","(27.9665927, -82.461183)",27.9665927,-82.461183
499,777,0.044000000000000004,2.8,1.8,1.9,40.2,47.7,50970,913,Golden Estates,42.0,37.6,41.4,18.2,11.3,10.4,23.4,22.4,28.7,21.3,4.0,62.8,49,1108,24,"Golden Estates,Tampa,FL","(28.155153, -82.3686021420298)",28.155153,-82.3686021420298
500,779,1.942,2.5,1.2,1.6,38.7,38.7,36385,764,Golden Ring Groves,41.2,18.0,36.9,20.6,3.7,17.3,24.8,26.5,51.9,9.5,23.7,64.1,739,381,389,"Golden Ring Groves,Tampa,FL","(28.155153, -82.3686021420298)",28.155153,-82.3686021420298
501,782,0.008,2.7,1.3,1.6,36.5,44.8,35000,906,Goldmine,44.7,22.0,33.7,37.0,3.0,36.5,13.2,26.9,48.1,10.2,3.4,58.5,58,7132,20,"Goldmine,Tampa,FL","(28.0664157, -82.446007)",28.0664157,-82.446007
505,787,0.003,2.6,1.4,2.2,38.4,27.6,92153,843,Golf Manor,31.2,8.7,70.3,23.1,6.9,21.0,27.5,36.5,47.9,0.0,2.5,52.0,8,2546,4,"Golf Manor,Tampa,FL","(27.8354307, -82.4856252)",27.8354307,-82.4856252
506,788,0.057999999999999996,1.6,3.6,2.2,47.1,28.7,106492,915,Golf View Estates,36.9,6.9,68.3,41.3,0.4,2.2,10.0,48.8,43.9,0.0,2.4,36.7,60,1029,31,"Golf View Estates,Tampa,FL","(28.105616, -82.387091)",28.105616,-82.387091
507,789,0.012,3.0,1.1,2.3,40.8,32.9,37316,917,Golf View Heights,55.9,7.4,46.1,16.6,8.4,13.4,23.9,36.6,47.6,0.0,18.0,67.9,30,2478,16,"Golf View Heights,Tampa,FL","(27.9651611, -82.4570404)",27.9651611,-82.4570404
508,790,0.052000000000000005,1.7,2.8,2.4,53.0,53.8,135985,1168,Golf View Park,58.7,6.9,60.6,35.4,0.4,4.1,26.2,48.8,43.9,0.0,22.5,46.2,62,1203,24,"Golf View Park,Tampa,FL","(27.945958, -82.45813)",27.945958,-82.45813
509,791,0.057999999999999996,2.3,1.0,2.2,35.5,31.7,113269,741,Golf View Place,45.4,6.9,39.4,43.8,0.4,8.0,21.7,48.8,43.9,0.0,1.9,86.7,234,4008,124,"Golf View Place,Tampa,FL","(27.945958, -82.45813)",27.945958,-82.45813
510,792,0.033,2.6,1.7,1.9,41.5,42.1,50382,814,Golfland Park,55.3,13.4,49.0,27.4,1.4,19.4,19.3,40.9,44.4,5.0,7.1,56.5,123,3783,60,"Golfland Park,Tampa,FL","(27.9145769, -82.4491664)",27.9145769,-82.4491664
511,793,0.5820000000000001,2.0,2.8,2.5,45.2,37.4,102972,807,Golfview,44.8,7.0,51.2,47.3,0.7,7.1,25.7,48.3,44.0,0.1,4.5,50.3,1175,2018,563,"Golfview,Tampa,FL","(28.0664157, -82.446007)",28.0664157,-82.446007
512,794,0.14300000000000002,3.4,1.5,1.9,40.9,45.5,56907,913,Golfwood Estates,51.3,31.4,42.2,6.1,4.0,18.5,14.8,31.2,33.5,24.5,22.3,60.3,651,4555,323,"Golfwood Estates,Tampa,FL","(27.983167, -82.552697)",27.983167,-82.552697
514,797,0.002,2.0,1.0,1.6,45.3,44.8,43750,840,Grafton Place,36.2,6.8,20.7,27.8,7.9,16.1,27.7,35.3,50.0,0.0,30.1,71.6,5,3228,2,"Grafton Place,Tampa,FL","(27.9145769, -82.4491664)",27.9145769,-82.4491664
515,800,0.064,27.0,1.1,2.1,30.0,25.9,43342,1131,Grand Reserve at Tampa Palms,30.4,23.6,26.7,38.1,1.6,28.6,11.6,40.8,34.0,0.0,10.2,64.7,128,2000,49,"Grand Reserve at Tampa Palms,Tampa,FL","(28.1127016, -82.3834206)",28.1127016,-82.3834206
517,802,0.049,1.9,1.3,1.8,31.4,27.9,37738,617,Grandview Acres,48.2,6.5,44.9,20.9,5.8,15.9,15.8,43.4,44.4,1.0,16.3,61.7,77,1568,36,"Grandview Acres,Tampa,FL","(27.93971905, -82.4522197897968)",27.93971905,-82.4522197897968
518,803,0.335,2.6,1.0,1.5,42.0,36.6,31706,775,Grant Park,41.6,9.6,22.9,6.0,2.5,18.7,26.9,19.9,67.9,5.8,28.4,63.3,1759,5247,950,"Grant Park,Tampa,FL","(27.97852445, -82.39569605)",27.97852445,-82.39569605
519,804,0.004,2.2,1.7,1.8,34.4,48.3,75091,1230,Grant Place,46.3,9.1,56.4,46.6,4.5,10.1,7.9,41.0,45.4,0.0,0.6,52.5,21,5483,9,"Grant Place,Tampa,FL","(27.97852445, -82.39569605)",27.97852445,-82.39569605
520,806,0.042,1.5,1.4,1.3,31.2,42.0,59050,838,Gray Gables,26.1,9.1,22.6,47.7,4.5,15.9,29.9,41.0,45.4,3.1,2.6,71.1,164,3909,117,"Gray Gables,Tampa,FL","(27.9485765, -82.5242605)",27.9485765,-82.5242605
521,809,0.16399999999999998,3.0,1.3,1.4,46.6,31.3,50780,963,Green Grass Acres,38.5,18.7,32.0,28.2,6.6,9.1,21.2,37.8,36.9,7.9,10.0,52.7,177,1082,98,"Green Grass Acres,Tampa,FL","(28.1619965, -82.3065233)",28.1619965,-82.3065233
522,810,0.10300000000000001,3.3,1.2,1.8,24.9,32.3,33036,694,Green Ridge Estates,63.4,16.5,33.0,5.0,11.8,21.1,16.9,20.0,51.8,8.8,20.3,73.6,375,3627,137,"Green Ridge Estates,Tampa,FL","(27.9152408, -82.4481708)",27.9152408,-82.4481708
523,811,0.021,3.2,1.2,1.8,43.7,29.2,46500,1043,Greenbrook,52.4,27.8,40.5,21.1,8.0,16.5,14.5,32.8,31.4,10.3,8.3,72.0,156,7597,72,"Greenbrook,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
524,814,0.004,2.3,0.5,2.0,56.6,45.7,14901,259,Greentree,19.8,17.1,24.9,43.7,8.8,8.9,23.9,27.8,46.3,7.1,66.9,53.7,15,3639,7,"Greentree,Tampa,FL","(28.0693221, -82.4783225)",28.0693221,-82.4783225
526,816,0.27699999999999997,1.7,0.9,1.3,42.8,42.5,62768,720,Grey Gables,13.4,9.1,15.0,49.9,4.5,20.8,26.6,41.0,45.4,7.2,7.9,59.5,895,3227,521,"Grey Gables,Tampa,FL","(28.127955, -82.354305)",28.127955,-82.354305
527,817,0.015,27.0,1.6,1.7,33.1,35.7,106053,987,Griflow Park,56.0,7.2,48.8,31.8,1.3,14.0,16.0,44.2,47.3,0.0,16.6,69.9,76,5237,36,"Griflow Park,Tampa,FL","(27.913451, -82.504089)",27.913451,-82.504089
528,818,0.013000000000000001,1.4,0.6,8.5,53.6,52.2,9957,420,Grove Heights,15.8,25.8,12.7,19.9,2.0,17.1,21.8,30.7,41.5,14.7,20.4,35.4,203,15241,108,"Grove Heights,Tampa,FL","(27.9524258, -82.4646426)",27.9524258,-82.4646426
529,819,0.008,2.9,1.0,1.3,33.8,26.2,33152,598,Grove Hill Heights,41.1,9.6,13.2,6.2,2.0,36.5,26.7,10.8,77.7,0.0,24.2,45.7,55,7047,24,"Grove Hill Heights,Tampa,FL","(27.9524258, -82.4646426)",27.9524258,-82.4646426
530,820,0.307,3.0,1.6,1.7,42.0,38.3,49836,1045,Grove Park Estates,50.8,29.5,33.4,10.5,6.0,17.8,18.1,23.7,40.9,16.9,19.7,62.5,849,2764,407,"Grove Park Estates,Tampa,FL","(27.9152408, -82.4481708)",27.9152408,-82.4481708
531,821,0.021,2.9,2.0,1.7,49.9,33.4,58991,829,Grove Point Village,53.0,27.8,46.8,15.4,8.0,13.0,26.2,32.8,31.4,5.2,4.9,71.3,142,6875,74,"Grove Point Village,Tampa,FL","(27.9791649, -82.5349276153517)",27.9791649,-82.5349276153517
532,824,0.039,2.8,0.9,1.7,40.7,39.1,41425,563,Grovewood Court,59.4,22.8,37.7,21.4,8.2,17.5,16.3,32.3,36.7,11.4,12.2,52.9,182,4720,83,"Grovewood Court,Tampa,FL","(27.915997, -82.492737)",27.915997,-82.492737
533,826,0.011000000000000001,3.1,1.2,2.2,15.0,32.5,39125,782,Gulf South Center Condo,38.5,38.6,57.1,17.1,3.9,2.8,18.7,20.7,36.9,12.5,11.4,72.5,28,2503,13,"Gulf South Center Condo,Tampa,FL","(28.0333607, -82.4618980546959)",28.0333607,-82.4618980546959
534,827,0.01,2.5,1.5,1.8,36.8,33.5,48750,1230,Gunn Townhomes,46.1,18.3,40.9,18.4,6.4,10.6,23.6,37.8,37.5,0.0,22.1,76.4,15,1494,7,"Gunn Townhomes,Tampa,FL","(27.9791649, -82.5349276153517)",27.9791649,-82.5349276153517
535,828,0.006999999999999999,2.5,0.9,1.7,40.6,36.7,25362,647,Habana Court North,67.0,39.3,43.4,12.8,9.4,0.8,23.2,22.1,29.2,16.7,23.0,73.1,13,1985,7,"Habana Court North,Tampa,FL","(28.003884, -82.488509)",28.003884,-82.488509
536,829,0.013000000000000001,2.2,1.1,1.7,28.7,30.2,25500,689,Habana Gardens,39.4,39.3,30.9,39.7,9.4,20.3,12.6,22.1,29.2,7.4,15.5,34.1,31,2334,12,"Habana Gardens,Tampa,FL","(28.003884, -82.488509)",28.003884,-82.488509
537,830,0.002,3.1,1.2,2.2,15.0,32.5,39125,782,Habana Heights,38.5,38.6,57.1,17.7,3.9,2.8,18.7,20.7,36.9,0.0,11.8,72.5,5,2247,2,"Habana Heights,Tampa,FL","(27.9804834, -82.4888394)",27.9804834,-82.4888394
538,831,0.008,2.2,1.1,1.7,28.7,30.2,25500,689,Habana Park Condo,39.4,39.3,30.9,40.6,9.4,20.3,12.6,22.1,29.2,6.3,15.9,34.1,18,2251,7,"Habana Park Condo,Tampa,FL","(28.003884, -82.488509)",28.003884,-82.488509
542,837,0.011000000000000001,3.1,1.5,1.9,47.3,32.6,32500,842,Hali Acres,47.5,36.1,52.1,27.6,9.5,7.4,25.6,12.7,41.7,7.2,4.5,55.2,72,6547,38,"Hali Acres,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
543,839,0.002,2.3,1.4,1.4,32.4,26.7,37396,715,Hamilton E G,30.6,6.0,16.6,33.2,3.0,20.1,36.2,48.7,42.3,0.0,17.7,68.3,4,2271,2,"Hamilton E G,Tampa,FL","(28.014504, -82.482307)",28.014504,-82.482307
544,840,0.015,2.7,1.4,1.8,31.6,33.2,41807,854,Hamilton Heath,53.5,8.5,31.0,11.5,2.7,20.5,22.1,34.0,54.9,0.0,18.3,69.9,78,5304,37,"Hamilton Heath,Tampa,FL","(28.018857, -82.449256)",28.018857,-82.449256
545,842,0.002,1.9,1.4,1.2,26.2,30.0,61188,1084,Hamilton Place Condo,5.1,11.2,8.0,43.3,0.4,34.1,39.0,56.3,32.2,0.0,9.8,70.3,7,4006,4,"Hamilton Place Condo,Tampa,FL","(28.014504, -82.482307)",28.014504,-82.482307
546,843,0.002,2.7,1.4,1.7,31.6,33.2,41807,852,Hamilton,53.1,8.5,31.1,12.9,2.7,20.8,22.1,34.0,54.9,0.0,20.5,69.2,9,4329,4,"Hamilton,Tampa,FL","(28.014504, -82.482307)",28.014504,-82.482307
547,845,0.02,2.2,1.1,1.8,34.4,35.2,60000,900,Hamner s Aloha Acres,46.8,18.2,36.1,22.2,0.7,15.1,20.9,34.2,46.9,5.3,4.5,84.4,110,5491,56,"Hamner s Aloha Acres,Tampa,FL","(28.050993, -82.46669)",28.050993,-82.46669
551,852,0.013000000000000001,2.7,1.1,1.4,35.7,35.8,24188,813,Hampshire Park,48.9,10.7,28.2,12.8,2.8,21.8,21.5,19.4,67.0,4.9,22.9,57.7,67,4983,33,"Hampshire Park,Tampa,FL","(28.129206, -82.338896)",28.129206,-82.338896
552,854,0.040999999999999995,3.3,2.3,2.2,51.7,51.2,69333,894,Hampton Lakes,59.5,14.3,73.2,23.7,3.6,3.2,14.4,46.6,35.5,0.0,8.6,82.7,11,271,6,"Hampton Lakes,Tampa,FL","(28.1645425, -82.3680611)",28.1645425,-82.3680611
553,856,0.017,3.4,2.1,2.1,26.8,31.2,55898,1014,Hampton Oaks,56.6,14.4,53.0,24.4,7.2,31.7,20.4,35.2,43.1,0.0,5.7,41.4,41,2410,17,"Hampton Oaks,Tampa,FL","(27.9996752, -82.4468747)",27.9996752,-82.4468747
554,858,0.188,2.4,1.4,1.6,39.0,36.3,58438,1327,Hampton Park,50.3,26.5,36.3,59.9,4.8,13.0,15.2,34.5,34.2,0.0,34.2,90.9,375,1991,176,"Hampton Park,Tampa,FL","(27.9996752, -82.4468747)",27.9996752,-82.4468747
555,861,0.263,2.5,1.2,1.7,37.0,36.1,44291,923,Hampton Terrace,47.7,18.2,34.8,23.0,0.7,16.2,20.8,34.2,46.9,4.2,12.1,79.5,1279,4863,649,"Hampton Terrace,Tampa,FL","(27.9996752, -82.4468747)",27.9996752,-82.4468747
556,862,0.033,3.2,2.3,2.2,51.5,51.0,69067,891,Hampton Village,59.5,14.3,73.2,26.2,3.6,3.2,14.4,46.6,35.5,0.0,9.5,82.7,4,123,2,"Hampton Village,Tampa,FL","(27.9996752, -82.4468747)",27.9996752,-82.4468747
557,865,0.111,6.7,1.2,1.6,36.7,32.3,61165,866,Hanan Estates,37.1,26.3,34.4,46.6,7.2,21.4,31.0,32.1,34.4,3.9,8.0,57.0,468,4200,246,"Hanan Estates,Tampa,FL","(28.0640672, -82.4217261304846)",28.0640672,-82.4217261304846
560,870,0.012,2.5,1.1,1.5,34.9,38.1,37143,793,Hanna Heights,46.8,18.2,43.5,40.3,0.7,22.0,19.1,34.2,46.9,6.4,14.6,75.0,49,4241,22,"Hanna Heights,Tampa,FL","(28.003395, -82.420328)",28.003395,-82.420328
562,873,0.002,1.7,1.2,1.5,30.4,33.3,100469,1692,Harbor Island,23.8,9.6,19.4,44.4,3.1,26.1,25.3,61.8,25.5,0.0,16.9,64.4,8,5212,4,"Harbor Island,Tampa,FL","(27.9172977, -82.428948)",27.9172977,-82.428948
563,875,0.006,2.0,1.5,1.2,53.3,39.5,91554,1125,Harbor,32.6,11.4,37.1,29.1,2.1,7.4,28.7,49.0,37.5,0.0,6.4,74.6,22,3947,12,"Harbor,Tampa,FL","(27.9172977, -82.428948)",27.9172977,-82.428948
564,876,0.031,2.0,1.5,1.2,53.3,39.5,91554,1125,Harbor View Palms,32.6,11.4,37.1,28.4,2.1,7.4,28.7,49.0,37.5,0.9,6.2,74.6,128,4103,69,"Harbor View Palms,Tampa,FL","(27.9172977, -82.428948)",27.9172977,-82.428948
565,877,0.052000000000000005,2.5,0.8,0.1,45.4,41.3,82804,1156,Harbor View,32.7,11.4,37.1,29.3,2.1,7.7,28.4,49.0,37.5,0.0,0.7,74.7,132,2515,70,"Harbor View,Tampa,FL","(27.9172977, -82.428948)",27.9172977,-82.428948
566,878,0.006,2.0,1.2,1.5,41.3,55.0,92292,1433,Harbour Court Condo,40.5,9.6,43.8,38.9,3.1,5.9,9.2,61.8,25.5,0.0,7.8,67.1,123,21860,60,"Harbour Court Condo,Tampa,FL","(27.9365201, -82.452931)",27.9365201,-82.452931
567,879,0.022000000000000002,1.7,1.2,1.5,30.4,33.3,100469,1692,Harbour Homes,23.8,9.6,19.4,40.1,3.1,26.1,25.3,61.8,25.5,0.0,15.2,64.4,113,5232,56,"Harbour Homes,Tampa,FL","(27.9375201, -82.4508048)",27.9375201,-82.4508048
568,881,0.002,1.7,1.2,1.5,30.4,33.3,100469,1692,Harbour Island Marina,23.8,9.6,19.4,40.3,3.1,26.1,25.3,61.8,25.5,0.0,15.4,64.4,11,5310,5,"Harbour Island Marina,Tampa,FL","(27.9383866, -82.4517415)",27.9383866,-82.4517415
569,882,0.009000000000000001,1.7,1.2,1.5,30.4,33.3,100469,1692,Harbour Island Roadway,23.8,9.6,19.4,40.7,3.1,26.1,25.3,61.8,25.5,0.0,15.5,64.4,48,5101,24,"Harbour Island Roadway,Tampa,FL","(27.9365201, -82.452931)",27.9365201,-82.452931
571,884,0.006999999999999999,2.0,1.2,1.5,41.3,55.0,92292,1433,Harbour Place City Homes Condo,40.5,9.6,43.8,38.9,3.1,5.9,9.2,61.8,25.5,0.0,7.8,67.1,161,22414,79,"Harbour Place City Homes Condo,Tampa,FL","(27.9375201, -82.4508048)",27.9375201,-82.4508048
573,887,0.002,2.7,1.3,1.9,28.6,33.1,37083,903,Harmony Center,50.9,18.2,45.5,43.4,6.9,11.6,17.5,19.7,55.2,0.0,33.0,84.7,4,1662,2,"Harmony Center,Tampa,FL","(27.8905789, -82.5039843)",27.8905789,-82.5039843
575,889,0.002,2.5,1.5,2.7,23.7,27.9,55000,826,Harney Gardens,38.0,13.7,22.1,20.1,4.6,35.3,24.3,30.8,50.9,0.0,20.1,36.5,8,4215,3,"Harney Gardens,Tampa,FL","(27.981482, -82.394486)",27.981482,-82.394486
576,890,0.006,2.6,2.3,1.9,44.5,47.1,60909,1181,Harr Estates,60.6,15.3,54.7,19.2,5.3,13.4,12.1,38.7,40.7,0.0,12.4,73.1,9,1441,4,"Harr Estates,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
578,893,0.10099999999999999,1.8,1.1,1.3,37.2,49.4,16494,450,Harvey Heights,46.6,19.4,15.8,21.8,16.9,6.4,11.7,32.9,30.8,24.0,30.9,23.0,322,3182,165,"Harvey Heights,Tampa,FL","(27.9548411, -82.455414640722)",27.9548411,-82.455414640722
579,894,0.002,3.2,1.2,1.9,35.4,26.3,26806,793,Hawks,61.9,9.6,34.3,10.9,2.5,21.6,23.3,19.9,67.9,0.0,18.4,72.1,5,3170,2,"Hawks,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
580,896,0.002,2.5,1.7,2.0,51.3,44.6,146875,1641,Hawthorne Pond Condo,49.8,11.4,64.3,36.8,2.1,10.1,16.0,49.0,37.5,0.0,5.8,76.9,13,7096,7,"Hawthorne Pond Condo,Tampa,FL","(27.8942527, -82.4871325)",27.8942527,-82.4871325
581,897,0.004,2.4,1.2,1.7,40.3,50.1,54691,767,Healthy Hill,37.6,5.8,23.0,8.0,5.0,14.9,27.4,41.6,47.6,0.0,11.7,67.2,10,2391,5,"Healthy Hill,Tampa,FL","(28.065246, -82.4235956)",28.065246,-82.4235956
584,901,0.024,2.8,2.1,2.0,46.6,40.9,76906,1263,Heatherwood Village,50.2,15.1,55.4,22.8,2.4,12.8,13.0,39.3,43.2,2.4,7.2,79.4,127,5253,58,"Heatherwood Village,Tampa,FL","(28.122831, -82.355761)",28.122831,-82.355761
585,902,0.001,2.6,1.4,1.7,48.6,23.7,32235,914,Heiter Heights,44.8,3.8,15.2,33.5,4.9,35.6,23.0,24.5,66.8,0.0,39.3,56.0,3,2351,1,"Heiter Heights,Tampa,FL","(27.975041, -82.498618)",27.975041,-82.498618
586,904,0.136,2.9,1.4,2.4,48.0,50.7,178888,1535,Henderson Beach,61.0,7.7,79.1,34.9,2.1,9.9,11.6,45.4,44.7,0.0,5.6,64.8,120,880,58,"Henderson Beach,Tampa,FL","(27.9221761, -82.5193396)",27.9221761,-82.5193396
587,905,0.001,1.5,1.4,1.3,31.2,42.0,59050,838,Henderson Place,26.1,9.1,22.6,59.2,4.5,15.9,29.9,41.0,45.4,0.0,3.3,71.1,4,2962,3,"Henderson Place,Tampa,FL","(27.942354, -82.497453)",27.942354,-82.497453
588,906,0.187,2.4,1.4,2.0,34.2,31.8,55333,913,Henderson Road,53.1,25.0,48.8,20.9,7.2,18.1,10.9,36.6,31.1,5.1,13.2,77.8,1044,5597,465,"Henderson Road,Tampa,FL","(27.942354, -82.497453)",27.942354,-82.497453
589,907,0.035,2.1,1.1,1.2,35.9,25.8,38676,606,Henderson s Tampa Heights,40.1,25.8,21.1,16.4,2.0,23.3,28.5,30.7,41.5,5.3,30.6,66.7,90,2595,48,"Henderson s Tampa Heights,Tampa,FL","(27.942354, -82.497453)",27.942354,-82.497453
590,908,0.005,2.5,1.7,2.0,51.3,44.6,146875,1641,Hendry Manor,49.8,11.4,64.3,35.9,2.1,10.1,16.0,49.0,37.5,2.6,5.7,76.9,40,8165,21,"Hendry Manor,Tampa,FL","(27.960881, -82.416152)",27.960881,-82.416152
592,910,0.006999999999999999,2.5,0.9,1.7,40.6,36.7,25362,647,Hepp Heights,67.0,39.3,43.4,12.6,9.4,0.8,23.2,22.1,29.2,23.1,22.6,73.1,14,1915,7,"Hepp Heights,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
594,917,0.015,2.7,2.1,2.0,52.4,47.3,107019,1535,Hesperides Manor,54.5,7.7,57.1,28.8,2.1,15.6,10.7,45.4,44.7,0.0,6.7,47.6,73,4942,29,"Hesperides Manor,Tampa,FL","(27.9962595, -82.5194791)",27.9962595,-82.5194791
596,920,0.045,4.0,1.5,2.0,47.0,42.2,50177,1070,Hibiscus Gardens,59.7,45.3,63.6,22.4,7.3,11.6,17.9,14.8,32.7,20.6,6.3,54.7,237,5311,115,"Hibiscus Gardens,Tampa,FL","(27.8511407, -82.484589)",27.8511407,-82.484589
597,922,0.006,2.3,1.8,1.5,32.3,55.5,36806,831,Hidden Haven II,36.2,41.4,59.7,43.3,3.3,4.1,6.9,18.1,37.2,4.3,4.3,70.3,23,3617,9,"Hidden Haven II,Tampa,FL","(27.97547, -82.497654)",27.97547,-82.497654
598,923,0.004,2.8,6.4,1.3,46.7,40.3,77182,896,Hidden Island Estates,56.7,15.3,70.2,32.7,3.6,7.7,9.6,34.4,46.7,0.0,4.5,68.7,13,2912,6,"Hidden Island Estates,Tampa,FL","(28.1224144, -82.3602339)",28.1224144,-82.3602339
599,924,0.063,3.2,1.0,1.5,67.9,63.6,66193,1085,Hidden Oaks,33.7,28.5,31.1,15.7,10.5,6.6,31.3,31.9,29.1,5.6,40.6,43.0,25,397,14,"Hidden Oaks,Tampa,FL","(28.0379911, -82.464436)",28.0379911,-82.464436
600,927,0.006,2.6,1.1,1.9,54.5,52.5,90909,932,Hidden Valley,41.9,6.9,54.2,37.3,7.1,7.3,7.5,53.4,32.6,0.0,1.2,67.8,51,7877,24,"Hidden Valley,Tampa,FL","(28.0730989, -82.3640910833333)",28.0730989,-82.3640910833333
601,928,0.016,11.5,1.4,1.9,56.9,53.0,74901,1408,High Pines,49.5,10.5,57.5,30.2,2.9,10.3,13.6,44.9,41.6,0.0,7.7,66.9,23,1415,12,"High Pines,Tampa,FL","(27.94051805, -82.4933356568581)",27.94051805,-82.4933356568581
602,930,0.006,2.9,1.0,1.3,33.8,26.2,33152,598,High Ridge,41.1,9.6,13.2,6.1,2.0,36.5,26.7,10.8,77.7,0.0,23.9,45.7,41,6818,17,"High Ridge,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
603,931,0.005,3.6,1.0,1.4,24.4,35.3,26250,795,High School Heights,50.3,9.6,11.8,0.9,2.0,32.9,24.8,10.8,77.7,0.0,26.9,64.8,26,5510,11,"High School Heights,Tampa,FL","(27.99062915, -82.4563344)",27.99062915,-82.4563344
604,932,0.008,2.9,1.1,1.6,39.6,30.9,27204,773,Highland Estates East,44.2,9.6,25.9,7.4,2.5,18.1,26.5,19.9,67.9,0.0,25.6,66.4,11,1382,6,"Highland Estates East,Tampa,FL","(28.0195829, -82.4616388)",28.0195829,-82.4616388
605,933,0.01,3.5,1.5,1.8,27.3,25.9,22794,815,Highland Heights,57.6,2.6,24.7,15.0,3.8,29.0,32.8,24.2,69.4,0.0,14.4,60.0,31,3130,16,"Highland Heights,Tampa,FL","(27.99375, -82.462064)",27.99375,-82.462064
606,934,0.136,2.3,1.3,1.8,42.4,28.1,44590,781,Highland Oaks,43.2,12.5,22.2,1.5,7.8,23.2,23.9,32.6,47.2,2.7,41.0,75.2,328,2408,167,"Highland Oaks,Tampa,FL","(27.985182, -82.462054)",27.985182,-82.462054
607,935,0.518,2.8,1.2,1.9,40.4,36.2,94477,1041,Highland Park,47.4,15.2,61.0,35.4,1.7,8.9,6.2,50.2,33.0,3.5,154.4,70.3,234,451,125,"Highland Park,Tampa,FL","(27.96403885, -82.4623558947782)",27.96403885,-82.4623558947782
608,936,0.696,2.8,1.1,1.7,40.8,33.0,30421,750,Highland Pines,43.6,9.6,26.8,11.1,2.5,14.7,29.5,19.9,67.9,4.1,19.2,64.0,3042,4371,1592,"Highland Pines,Tampa,FL","(27.9702235, -82.4046872)",27.9702235,-82.4046872
609,938,0.013999999999999999,2.8,1.0,2.0,42.7,40.9,32647,611,Highland View,40.8,3.8,15.2,2.6,4.9,35.0,10.8,24.5,66.8,0.0,35.3,31.6,69,5083,22,"Highland View,Tampa,FL","(28.0195829, -82.4616388)",28.0195829,-82.4616388
610,939,0.023,2.1,3.8,1.6,55.5,43.2,56944,719,Highlands Oaks,33.7,14.8,48.5,47.4,11.2,2.4,23.9,39.3,34.7,15.1,27.3,61.6,54,2320,34,"Highlands Oaks,Tampa,FL","(28.024933, -82.406525)",28.024933,-82.406525
611,940,0.016,15.9,2.0,2.2,53.5,44.4,41949,787,Highway Park,42.7,22.0,41.5,41.2,3.0,6.5,21.3,26.9,48.1,6.5,7.0,69.9,66,4062,32,"Highway Park,Tampa,FL","(27.9524258, -82.4646426)",27.9524258,-82.4646426
613,948,0.102,2.3,1.0,1.8,31.2,34.7,30063,611,Hillsboro Heights Map,50.6,12.5,24.0,10.6,9.8,22.6,21.2,27.9,49.8,2.2,23.2,63.4,137,1345,65,"Hillsboro Heights Map,Tampa,FL","(27.9950452, -82.4871317)",27.9950452,-82.4871317
615,950,0.094,14.4,1.6,2.0,38.4,29.3,38266,775,Hillsborough Avenue Farms,46.1,10.2,28.8,11.8,6.3,19.6,21.0,33.6,49.9,2.5,27.9,67.4,91,967,45,"Hillsborough Avenue Farms,Tampa,FL","(27.9963719, -82.5364529)",27.9963719,-82.5364529
616,951,0.026000000000000002,2.2,0.5,2.2,40.5,35.5,17222,537,Hillsborough Galleria,49.3,36.4,29.9,17.1,8.1,8.4,28.1,21.9,33.6,25.9,22.6,39.1,30,1168,16,"Hillsborough Galleria,Tampa,FL","(27.99062915, -82.4563344)",27.99062915,-82.4563344
